purchase_id,date,ingredient_category,supplier,qty,unit,unit_cost,total_cost
5366,2025-04-01,fresh_produce,Island Fresh Farms,3,case,77.52,225.89
5367,2025-04-01,meat_poultry,Tri-State Meats Co.,40,lb,9.69,377.7
5368,2025-04-01,seafood,North Fork Seafood,21,lb,15.96,316.02
5369,2025-04-01,pasta_dry,DeCecco Imports,2,case,47.88,102.63
5370,2025-04-01,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,217.66
5371,2025-04-01,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,103.67
5372,2025-04-01,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,596.8
5373,2025-04-01,beer_spirits,Republic National Dist.,2,case,159.6,307.08
5374,2025-04-01,bread_pastry,Fresca Bakehouse LI,73,unit,2.51,177.47
5375,2025-04-01,paper_supplies,Restaurant Depot,1,case,62.7,60.66
5376,2025-04-04,fresh_produce,Island Fresh Farms,4,case,77.52,296.51
5377,2025-04-04,meat_poultry,Tri-State Meats Co.,45,lb,9.69,425.52
5378,2025-04-04,seafood,North Fork Seafood,27,lb,15.96,467.34
5379,2025-04-04,bread_pastry,Fresca Bakehouse LI,60,unit,2.51,148.09
5380,2025-04-08,fresh_produce,Island Fresh Farms,2,case,77.52,157.03
5381,2025-04-08,meat_poultry,Tri-State Meats Co.,48,lb,9.69,458.96
5382,2025-04-08,seafood,North Fork Seafood,24,lb,15.96,374.14
5383,2025-04-08,pasta_dry,DeCecco Imports,2,case,47.88,91.71
5384,2025-04-08,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,210.72
5385,2025-04-08,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,95.67
5386,2025-04-08,wine_inventory,Sherry-Lehmann Wine,2,case,205.2,408.53
5387,2025-04-08,beer_spirits,Republic National Dist.,2,case,159.6,315.82
5388,2025-04-08,bread_pastry,Fresca Bakehouse LI,70,unit,2.51,175.63
5389,2025-04-08,paper_supplies,Restaurant Depot,1,case,62.7,58.1
5390,2025-04-11,fresh_produce,Island Fresh Farms,3,case,77.52,243.4
5391,2025-04-11,meat_poultry,Tri-State Meats Co.,49,lb,9.69,510.54
5392,2025-04-11,seafood,North Fork Seafood,21,lb,15.96,344.08
5393,2025-04-11,bread_pastry,Fresca Bakehouse LI,57,unit,2.51,149.29
5394,2025-04-15,fresh_produce,Island Fresh Farms,3,case,77.52,240.82
5395,2025-04-15,meat_poultry,Tri-State Meats Co.,38,lb,9.69,368.43
5396,2025-04-15,seafood,North Fork Seafood,22,lb,15.96,350.34
5397,2025-04-15,pasta_dry,DeCecco Imports,2,case,47.88,96.24
5398,2025-04-15,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,220.56
5399,2025-04-15,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,93.62
5400,2025-04-15,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,605.86
5401,2025-04-15,beer_spirits,Republic National Dist.,1,case,159.6,161.29
5402,2025-04-15,bread_pastry,Fresca Bakehouse LI,77,unit,2.51,193.63
5403,2025-04-15,paper_supplies,Restaurant Depot,1,case,62.7,57.4
5404,2025-04-18,fresh_produce,Island Fresh Farms,2,case,77.52,162.09
5405,2025-04-18,meat_poultry,Tri-State Meats Co.,49,lb,9.69,456.35
5406,2025-04-18,seafood,North Fork Seafood,23,lb,15.96,378.12
5407,2025-04-18,bread_pastry,Fresca Bakehouse LI,68,unit,2.51,175.11
5408,2025-04-22,fresh_produce,Island Fresh Farms,3,case,77.52,242.14
5409,2025-04-22,meat_poultry,Tri-State Meats Co.,46,lb,9.69,471.74
5410,2025-04-22,seafood,North Fork Seafood,27,lb,15.96,439.05
5411,2025-04-22,pasta_dry,DeCecco Imports,2,case,47.88,98.3
5412,2025-04-22,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,212.85
5413,2025-04-22,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,105.89
5414,2025-04-22,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,640.58
5415,2025-04-22,beer_spirits,Republic National Dist.,2,case,159.6,306.8
5416,2025-04-22,bread_pastry,Fresca Bakehouse LI,71,unit,2.51,176.19
5417,2025-04-22,paper_supplies,Restaurant Depot,1,case,62.7,60.69
5418,2025-04-25,fresh_produce,Island Fresh Farms,3,case,77.52,231.28
5419,2025-04-25,meat_poultry,Tri-State Meats Co.,46,lb,9.69,421.43
5420,2025-04-25,seafood,North Fork Seafood,26,lb,15.96,412.87
5421,2025-04-25,bread_pastry,Fresca Bakehouse LI,52,unit,2.51,131.54
5422,2025-04-29,fresh_produce,Island Fresh Farms,2,case,77.52,149.38
5423,2025-04-29,meat_poultry,Tri-State Meats Co.,41,lb,9.69,396.67
5424,2025-04-29,seafood,North Fork Seafood,29,lb,15.96,443.77
5425,2025-04-29,pasta_dry,DeCecco Imports,2,case,47.88,100.98
5426,2025-04-29,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,211.67
5427,2025-04-29,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,91.88
5428,2025-04-29,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,603.66
5429,2025-04-29,beer_spirits,Republic National Dist.,2,case,159.6,318.13
5430,2025-04-29,bread_pastry,Fresca Bakehouse LI,76,unit,2.51,191.34
5431,2025-04-29,paper_supplies,Restaurant Depot,1,case,62.7,63.56
5432,2025-05-02,fresh_produce,Island Fresh Farms,4,case,77.52,315.87
5433,2025-05-02,meat_poultry,Tri-State Meats Co.,47,lb,9.69,442.53
5434,2025-05-02,seafood,North Fork Seafood,25,lb,15.96,392.89
5435,2025-05-02,bread_pastry,Fresca Bakehouse LI,75,unit,2.51,203.46
5436,2025-05-06,fresh_produce,Island Fresh Farms,3,case,77.52,243.21
5437,2025-05-06,meat_poultry,Tri-State Meats Co.,47,lb,9.69,436.53
5438,2025-05-06,seafood,North Fork Seafood,25,lb,15.96,413.7
5439,2025-05-06,pasta_dry,DeCecco Imports,2,case,47.88,101.63
5440,2025-05-06,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,220.31
5441,2025-05-06,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,100.6
5442,2025-05-06,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,624.06
5443,2025-05-06,beer_spirits,Republic National Dist.,2,case,159.6,327.35
5444,2025-05-06,bread_pastry,Fresca Bakehouse LI,74,unit,2.51,187.45
5445,2025-05-06,paper_supplies,Restaurant Depot,1,case,62.7,65.77
5446,2025-05-09,fresh_produce,Island Fresh Farms,3,case,77.52,218.83
5447,2025-05-09,meat_poultry,Tri-State Meats Co.,42,lb,9.69,373.02
5448,2025-05-09,seafood,North Fork Seafood,27,lb,15.96,438.47
5449,2025-05-09,bread_pastry,Fresca Bakehouse LI,82,unit,2.51,207.11
5450,2025-05-13,fresh_produce,Island Fresh Farms,3,case,77.52,234.51
5451,2025-05-13,meat_poultry,Tri-State Meats Co.,45,lb,9.69,437.54
5452,2025-05-13,seafood,North Fork Seafood,23,lb,15.96,368.42
5453,2025-05-13,pasta_dry,DeCecco Imports,2,case,47.88,94.88
5454,2025-05-13,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,225.07
5455,2025-05-13,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,99.3
5456,2025-05-13,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,617.27
5457,2025-05-13,beer_spirits,Republic National Dist.,2,case,159.6,317.82
5458,2025-05-13,bread_pastry,Fresca Bakehouse LI,65,unit,2.51,156.95
5459,2025-05-13,paper_supplies,Restaurant Depot,1,case,62.7,63.03
5460,2025-05-16,fresh_produce,Island Fresh Farms,2,case,77.52,150.17
5461,2025-05-16,meat_poultry,Tri-State Meats Co.,60,lb,9.69,598.42
5462,2025-05-16,seafood,North Fork Seafood,24,lb,15.96,403.52
5463,2025-05-16,bread_pastry,Fresca Bakehouse LI,73,unit,2.51,186.95
5464,2025-05-20,fresh_produce,Island Fresh Farms,3,case,77.52,211.84
5465,2025-05-20,meat_poultry,Tri-State Meats Co.,50,lb,9.69,466.09
5466,2025-05-20,seafood,North Fork Seafood,27,lb,15.96,418.82
5467,2025-05-20,pasta_dry,DeCecco Imports,2,case,47.88,95.88
5468,2025-05-20,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,212.47
5469,2025-05-20,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,101.84
5470,2025-05-20,wine_inventory,Sherry-Lehmann Wine,4,case,205.2,802.14
5471,2025-05-20,beer_spirits,Republic National Dist.,2,case,159.6,313.02
5472,2025-05-20,bread_pastry,Fresca Bakehouse LI,56,unit,2.51,143.47
5473,2025-05-20,paper_supplies,Restaurant Depot,1,case,62.7,65.2
5474,2025-05-23,fresh_produce,Island Fresh Farms,3,case,77.52,238.3
5475,2025-05-23,meat_poultry,Tri-State Meats Co.,55,lb,9.69,549.93
5476,2025-05-23,seafood,North Fork Seafood,26,lb,15.96,399.2
5477,2025-05-23,bread_pastry,Fresca Bakehouse LI,78,unit,2.51,195.83
5478,2025-05-27,fresh_produce,Island Fresh Farms,3,case,77.52,220.1
5479,2025-05-27,meat_poultry,Tri-State Meats Co.,47,lb,9.69,446.8
5480,2025-05-27,seafood,North Fork Seafood,23,lb,15.96,360.26
5481,2025-05-27,pasta_dry,DeCecco Imports,2,case,47.88,99.76
5482,2025-05-27,dairy_cheese,Murray's Cheese (wholesale),1,case,108.3,110.01
5483,2025-05-27,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,102.61
5484,2025-05-27,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,641.4
5485,2025-05-27,beer_spirits,Republic National Dist.,2,case,159.6,321.78
5486,2025-05-27,bread_pastry,Fresca Bakehouse LI,77,unit,2.51,179.33
5487,2025-05-27,paper_supplies,Restaurant Depot,1,case,62.7,62.69
5488,2025-05-30,fresh_produce,Island Fresh Farms,3,case,77.52,224.54
5489,2025-05-30,meat_poultry,Tri-State Meats Co.,54,lb,9.69,526.15
5490,2025-05-30,seafood,North Fork Seafood,19,lb,15.96,307.3
5491,2025-05-30,bread_pastry,Fresca Bakehouse LI,68,unit,2.51,172.61
5492,2025-06-03,fresh_produce,Island Fresh Farms,3,case,77.52,229.1
5493,2025-06-03,meat_poultry,Tri-State Meats Co.,44,lb,9.69,439.26
5494,2025-06-03,seafood,North Fork Seafood,28,lb,15.96,454.68
5495,2025-06-03,pasta_dry,DeCecco Imports,2,case,47.88,87.26
5496,2025-06-03,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,218.4
5497,2025-06-03,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,99.74
5498,2025-06-03,wine_inventory,Sherry-Lehmann Wine,2,case,205.2,414.36
5499,2025-06-03,beer_spirits,Republic National Dist.,2,case,159.6,323.66
5500,2025-06-03,bread_pastry,Fresca Bakehouse LI,70,unit,2.51,175.18
5501,2025-06-03,paper_supplies,Restaurant Depot,1,case,62.7,62.1
5502,2025-06-06,fresh_produce,Island Fresh Farms,3,case,77.52,244.12
5503,2025-06-06,meat_poultry,Tri-State Meats Co.,55,lb,9.69,523.61
5504,2025-06-06,seafood,North Fork Seafood,23,lb,15.96,381.37
5505,2025-06-06,bread_pastry,Fresca Bakehouse LI,70,unit,2.51,171.97
5506,2025-06-10,fresh_produce,Island Fresh Farms,3,case,77.52,252.71
5507,2025-06-10,meat_poultry,Tri-State Meats Co.,49,lb,9.69,468.23
5508,2025-06-10,seafood,North Fork Seafood,21,lb,15.96,350.49
5509,2025-06-10,pasta_dry,DeCecco Imports,2,case,47.88,101.14
5510,2025-06-10,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,215.41
5511,2025-06-10,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,101.2
5512,2025-06-10,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,628.49
5513,2025-06-10,beer_spirits,Republic National Dist.,2,case,159.6,342.86
5514,2025-06-10,bread_pastry,Fresca Bakehouse LI,66,unit,2.51,166.31
5515,2025-06-10,paper_supplies,Restaurant Depot,1,case,62.7,61.97
5516,2025-06-13,fresh_produce,Island Fresh Farms,4,case,77.52,306.85
5517,2025-06-13,meat_poultry,Tri-State Meats Co.,50,lb,9.69,493.56
5518,2025-06-13,seafood,North Fork Seafood,20,lb,15.96,336.66
5519,2025-06-13,bread_pastry,Fresca Bakehouse LI,60,unit,2.51,148.86
5520,2025-06-17,fresh_produce,Island Fresh Farms,3,case,77.52,217.29
5521,2025-06-17,meat_poultry,Tri-State Meats Co.,52,lb,9.69,506.18
5522,2025-06-17,seafood,North Fork Seafood,21,lb,15.96,340.68
5523,2025-06-17,pasta_dry,DeCecco Imports,2,case,47.88,95.7
5524,2025-06-17,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,214.98
5525,2025-06-17,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,96.27
5526,2025-06-17,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,651.87
5527,2025-06-17,beer_spirits,Republic National Dist.,2,case,159.6,310.48
5528,2025-06-17,bread_pastry,Fresca Bakehouse LI,61,unit,2.51,145.43
5529,2025-06-17,paper_supplies,Restaurant Depot,1,case,62.7,63.18
5530,2025-06-20,fresh_produce,Island Fresh Farms,3,case,77.52,247.4
5531,2025-06-20,meat_poultry,Tri-State Meats Co.,50,lb,9.69,484.09
5532,2025-06-20,seafood,North Fork Seafood,21,lb,15.96,353.4
5533,2025-06-20,bread_pastry,Fresca Bakehouse LI,72,unit,2.51,185.21
5534,2025-06-24,fresh_produce,Island Fresh Farms,3,case,77.52,242.99
5535,2025-06-24,meat_poultry,Tri-State Meats Co.,53,lb,9.69,498.43
5536,2025-06-24,seafood,North Fork Seafood,26,lb,15.96,443.7
5537,2025-06-24,pasta_dry,DeCecco Imports,2,case,47.88,99.71
5538,2025-06-24,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,212.11
5539,2025-06-24,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,99.59
5540,2025-06-24,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,600.07
5541,2025-06-24,beer_spirits,Republic National Dist.,2,case,159.6,343.81
5542,2025-06-24,bread_pastry,Fresca Bakehouse LI,80,unit,2.51,209.0
5543,2025-06-24,paper_supplies,Restaurant Depot,1,case,62.7,64.39
5544,2025-06-27,fresh_produce,Island Fresh Farms,3,case,77.52,242.3
5545,2025-06-27,meat_poultry,Tri-State Meats Co.,55,lb,9.69,556.95
5546,2025-06-27,seafood,North Fork Seafood,25,lb,15.96,399.44
5547,2025-06-27,bread_pastry,Fresca Bakehouse LI,63,unit,2.51,160.82
5548,2025-07-01,fresh_produce,Island Fresh Farms,3,case,77.52,220.22
5549,2025-07-01,meat_poultry,Tri-State Meats Co.,57,lb,9.69,566.75
5550,2025-07-01,seafood,North Fork Seafood,24,lb,15.96,374.8
5551,2025-07-01,pasta_dry,DeCecco Imports,2,case,47.88,94.11
5552,2025-07-01,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,220.68
5553,2025-07-01,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,105.95
5554,2025-07-01,wine_inventory,Sherry-Lehmann Wine,2,case,205.2,415.16
5555,2025-07-01,beer_spirits,Republic National Dist.,2,case,159.6,332.6
5556,2025-07-01,bread_pastry,Fresca Bakehouse LI,71,unit,2.51,172.89
5557,2025-07-01,paper_supplies,Restaurant Depot,1,case,62.7,62.91
5558,2025-07-04,fresh_produce,Island Fresh Farms,3,case,77.52,222.06
5559,2025-07-04,meat_poultry,Tri-State Meats Co.,54,lb,9.69,502.87
5560,2025-07-04,seafood,North Fork Seafood,28,lb,15.96,460.4
5561,2025-07-04,bread_pastry,Fresca Bakehouse LI,57,unit,2.51,127.7
5562,2025-07-08,fresh_produce,Island Fresh Farms,3,case,77.52,224.83
5563,2025-07-08,meat_poultry,Tri-State Meats Co.,44,lb,9.69,434.64
5564,2025-07-08,seafood,North Fork Seafood,24,lb,15.96,383.24
5565,2025-07-08,pasta_dry,DeCecco Imports,2,case,47.88,97.92
5566,2025-07-08,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,212.03
5567,2025-07-08,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,102.42
5568,2025-07-08,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,622.86
5569,2025-07-08,beer_spirits,Republic National Dist.,2,case,159.6,309.81
5570,2025-07-08,bread_pastry,Fresca Bakehouse LI,72,unit,2.51,173.21
5571,2025-07-08,paper_supplies,Restaurant Depot,1,case,62.7,62.19
5572,2025-07-11,fresh_produce,Island Fresh Farms,3,case,77.52,249.87
5573,2025-07-11,meat_poultry,Tri-State Meats Co.,52,lb,9.69,507.84
5574,2025-07-11,seafood,North Fork Seafood,24,lb,15.96,387.44
5575,2025-07-11,bread_pastry,Fresca Bakehouse LI,71,unit,2.51,184.69
5576,2025-07-15,fresh_produce,Island Fresh Farms,3,case,77.52,232.85
5577,2025-07-15,meat_poultry,Tri-State Meats Co.,48,lb,9.69,484.7
5578,2025-07-15,seafood,North Fork Seafood,23,lb,15.96,381.33
5579,2025-07-15,pasta_dry,DeCecco Imports,1,case,47.88,52.41
5580,2025-07-15,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,210.6
5581,2025-07-15,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,108.05
5582,2025-07-15,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,617.0
5583,2025-07-15,beer_spirits,Republic National Dist.,2,case,159.6,319.06
5584,2025-07-15,bread_pastry,Fresca Bakehouse LI,70,unit,2.51,177.53
5585,2025-07-15,paper_supplies,Restaurant Depot,1,case,62.7,62.5
5586,2025-07-18,fresh_produce,Island Fresh Farms,2,case,77.52,152.12
5587,2025-07-18,meat_poultry,Tri-State Meats Co.,40,lb,9.69,404.67
5588,2025-07-18,seafood,North Fork Seafood,21,lb,15.96,338.3
5589,2025-07-18,bread_pastry,Fresca Bakehouse LI,83,unit,2.51,204.19
5590,2025-07-22,fresh_produce,Island Fresh Farms,3,case,77.52,236.43
5591,2025-07-22,meat_poultry,Tri-State Meats Co.,44,lb,9.69,404.88
5592,2025-07-22,seafood,North Fork Seafood,22,lb,15.96,344.27
5593,2025-07-22,pasta_dry,DeCecco Imports,2,case,47.88,95.34
5594,2025-07-22,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,233.51
5595,2025-07-22,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,98.04
5596,2025-07-22,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,616.85
5597,2025-07-22,beer_spirits,Republic National Dist.,2,case,159.6,316.91
5598,2025-07-22,bread_pastry,Fresca Bakehouse LI,72,unit,2.51,181.94
5599,2025-07-22,paper_supplies,Restaurant Depot,1,case,62.7,64.81
5600,2025-07-25,fresh_produce,Island Fresh Farms,4,case,77.52,296.18
5601,2025-07-25,meat_poultry,Tri-State Meats Co.,44,lb,9.69,440.58
5602,2025-07-25,seafood,North Fork Seafood,22,lb,15.96,360.12
5603,2025-07-25,bread_pastry,Fresca Bakehouse LI,90,unit,2.51,221.45
5604,2025-07-29,fresh_produce,Island Fresh Farms,3,case,77.52,231.2
5605,2025-07-29,meat_poultry,Tri-State Meats Co.,47,lb,9.69,473.02
5606,2025-07-29,seafood,North Fork Seafood,21,lb,15.96,355.57
5607,2025-07-29,pasta_dry,DeCecco Imports,2,case,47.88,99.41
5608,2025-07-29,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,211.82
5609,2025-07-29,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,97.08
5610,2025-07-29,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,582.76
5611,2025-07-29,beer_spirits,Republic National Dist.,2,case,159.6,306.64
5612,2025-07-29,bread_pastry,Fresca Bakehouse LI,64,unit,2.51,153.27
5613,2025-07-29,paper_supplies,Restaurant Depot,1,case,62.7,60.26
5614,2025-08-01,fresh_produce,Island Fresh Farms,3,case,77.52,225.46
5615,2025-08-01,meat_poultry,Tri-State Meats Co.,53,lb,9.69,515.23
5616,2025-08-01,seafood,North Fork Seafood,21,lb,15.96,338.83
5617,2025-08-01,bread_pastry,Fresca Bakehouse LI,62,unit,2.51,147.3
5618,2025-08-05,fresh_produce,Island Fresh Farms,4,case,77.52,317.72
5619,2025-08-05,meat_poultry,Tri-State Meats Co.,54,lb,9.69,509.52
5620,2025-08-05,seafood,North Fork Seafood,25,lb,15.96,394.57
5621,2025-08-05,pasta_dry,DeCecco Imports,2,case,47.88,94.21
5622,2025-08-05,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,224.0
5623,2025-08-05,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,98.79
5624,2025-08-05,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,624.6
5625,2025-08-05,beer_spirits,Republic National Dist.,2,case,159.6,316.61
5626,2025-08-05,bread_pastry,Fresca Bakehouse LI,82,unit,2.51,205.72
5627,2025-08-05,paper_supplies,Restaurant Depot,1,case,62.7,58.94
5628,2025-08-08,fresh_produce,Island Fresh Farms,3,case,77.52,232.35
5629,2025-08-08,meat_poultry,Tri-State Meats Co.,45,lb,9.69,430.96
5630,2025-08-08,seafood,North Fork Seafood,29,lb,15.96,473.51
5631,2025-08-08,bread_pastry,Fresca Bakehouse LI,62,unit,2.51,143.49
5632,2025-08-12,fresh_produce,Island Fresh Farms,3,case,77.52,222.66
5633,2025-08-12,meat_poultry,Tri-State Meats Co.,43,lb,9.69,410.86
5634,2025-08-12,seafood,North Fork Seafood,18,lb,15.96,276.26
5635,2025-08-12,pasta_dry,DeCecco Imports,2,case,47.88,107.13
5636,2025-08-12,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,214.31
5637,2025-08-12,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,107.37
5638,2025-08-12,wine_inventory,Sherry-Lehmann Wine,4,case,205.2,788.62
5639,2025-08-12,beer_spirits,Republic National Dist.,2,case,159.6,335.1
5640,2025-08-12,bread_pastry,Fresca Bakehouse LI,66,unit,2.51,155.84
5641,2025-08-12,paper_supplies,Restaurant Depot,1,case,62.7,63.5
5642,2025-08-15,fresh_produce,Island Fresh Farms,3,case,77.52,233.91
5643,2025-08-15,meat_poultry,Tri-State Meats Co.,51,lb,9.69,498.63
5644,2025-08-15,seafood,North Fork Seafood,27,lb,15.96,429.98
5645,2025-08-15,bread_pastry,Fresca Bakehouse LI,67,unit,2.51,172.85
5646,2025-08-19,fresh_produce,Island Fresh Farms,3,case,77.52,232.39
5647,2025-08-19,meat_poultry,Tri-State Meats Co.,47,lb,9.69,453.85
5648,2025-08-19,seafood,North Fork Seafood,30,lb,15.96,469.78
5649,2025-08-19,pasta_dry,DeCecco Imports,2,case,47.88,96.92
5650,2025-08-19,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,227.58
5651,2025-08-19,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,100.16
5652,2025-08-19,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,598.6
5653,2025-08-19,beer_spirits,Republic National Dist.,2,case,159.6,336.77
5654,2025-08-19,bread_pastry,Fresca Bakehouse LI,86,unit,2.51,218.61
5655,2025-08-19,paper_supplies,Restaurant Depot,1,case,62.7,65.64
5656,2025-08-22,fresh_produce,Island Fresh Farms,3,case,77.52,235.15
5657,2025-08-22,meat_poultry,Tri-State Meats Co.,38,lb,9.69,371.02
5658,2025-08-22,seafood,North Fork Seafood,17,lb,15.96,266.08
5659,2025-08-22,bread_pastry,Fresca Bakehouse LI,78,unit,2.51,185.77
5660,2025-08-26,fresh_produce,Island Fresh Farms,3,case,77.52,236.32
5661,2025-08-26,meat_poultry,Tri-State Meats Co.,43,lb,9.69,423.65
5662,2025-08-26,seafood,North Fork Seafood,23,lb,15.96,364.82
5663,2025-08-26,pasta_dry,DeCecco Imports,2,case,47.88,100.73
5664,2025-08-26,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,224.45
5665,2025-08-26,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,100.62
5666,2025-08-26,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,580.74
5667,2025-08-26,beer_spirits,Republic National Dist.,2,case,159.6,305.05
5668,2025-08-26,bread_pastry,Fresca Bakehouse LI,74,unit,2.51,186.31
5669,2025-08-26,paper_supplies,Restaurant Depot,1,case,62.7,64.88
5670,2025-08-29,fresh_produce,Island Fresh Farms,3,case,77.52,241.77
5671,2025-08-29,meat_poultry,Tri-State Meats Co.,52,lb,9.69,521.89
5672,2025-08-29,seafood,North Fork Seafood,21,lb,15.96,349.34
5673,2025-08-29,bread_pastry,Fresca Bakehouse LI,68,unit,2.51,165.74
5674,2025-09-02,fresh_produce,Island Fresh Farms,3,case,77.52,239.12
5675,2025-09-02,meat_poultry,Tri-State Meats Co.,52,lb,9.69,523.94
5676,2025-09-02,seafood,North Fork Seafood,22,lb,15.96,349.6
5677,2025-09-02,pasta_dry,DeCecco Imports,2,case,47.88,98.99
5678,2025-09-02,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,215.17
5679,2025-09-02,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,102.38
5680,2025-09-02,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,608.53
5681,2025-09-02,beer_spirits,Republic National Dist.,2,case,159.6,305.05
5682,2025-09-02,bread_pastry,Fresca Bakehouse LI,76,unit,2.51,198.06
5683,2025-09-02,paper_supplies,Restaurant Depot,1,case,62.7,57.84
5684,2025-09-05,fresh_produce,Island Fresh Farms,4,case,77.52,313.21
5685,2025-09-05,meat_poultry,Tri-State Meats Co.,60,lb,9.69,585.8
5686,2025-09-05,seafood,North Fork Seafood,24,lb,15.96,406.63
5687,2025-09-05,bread_pastry,Fresca Bakehouse LI,74,unit,2.51,182.9
5688,2025-09-09,fresh_produce,Island Fresh Farms,3,case,77.52,228.97
5689,2025-09-09,meat_poultry,Tri-State Meats Co.,44,lb,9.69,397.92
5690,2025-09-09,seafood,North Fork Seafood,21,lb,15.96,325.22
5691,2025-09-09,pasta_dry,DeCecco Imports,2,case,47.88,97.09
5692,2025-09-09,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,223.57
5693,2025-09-09,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,96.44
5694,2025-09-09,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,625.26
5695,2025-09-09,beer_spirits,Republic National Dist.,3,case,159.6,491.91
5696,2025-09-09,bread_pastry,Fresca Bakehouse LI,60,unit,2.51,155.81
5697,2025-09-09,paper_supplies,Restaurant Depot,1,case,62.7,64.27
5698,2025-09-12,fresh_produce,Island Fresh Farms,3,case,77.52,224.88
5699,2025-09-12,meat_poultry,Tri-State Meats Co.,41,lb,9.69,417.06
5700,2025-09-12,seafood,North Fork Seafood,22,lb,15.96,342.32
5701,2025-09-12,bread_pastry,Fresca Bakehouse LI,71,unit,2.51,181.78
5702,2025-09-16,fresh_produce,Island Fresh Farms,3,case,77.52,243.78
5703,2025-09-16,meat_poultry,Tri-State Meats Co.,56,lb,9.69,567.37
5704,2025-09-16,seafood,North Fork Seafood,21,lb,15.96,350.94
5705,2025-09-16,pasta_dry,DeCecco Imports,2,case,47.88,96.14
5706,2025-09-16,dairy_cheese,Murray's Cheese (wholesale),2,case,108.3,227.24
5707,2025-09-16,olive_oil_pantry,Liuzzi Italian Imports,1,case,100.32,101.56
5708,2025-09-16,wine_inventory,Sherry-Lehmann Wine,3,case,205.2,601.6
5709,2025-09-16,beer_spirits,Republic National Dist.,2,case,159.6,316.94
5710,2025-09-16,bread_pastry,Fresca Bakehouse LI,59,unit,2.51,152.33
